employee_id,first_name,last_name,email,store_id,role,hire_date,salary
EMP0083,Nicole,Young,NicoleYoung@meridianpharma.com,DC010,Cashier,2022-12-06,42996.44
EMP0084,Brian,Morgan,BrianMorgan@meridianpharma.com,DC012,Cashier,2019-09-04,
EMP0085,Sharon,Morales,SharonMorales@meridianpharma.com,DC012,Account Representative,2021-12-07,55116.36
EMP0086,Eric,Wright,EricWright@meridianpharma.com,DC018,Account Representative,2019-03-20,61149.52
EMP0087,Paul,Adams,PaulAdams@meridianpharma.com,DC003,Store Manager,2023-11-21,68529.09
EMP0088,Larry,Ward,LarryWard@meridianpharma.com,DC011,Sales Associate,2019-07-18,59687.34
EMP0089,Margaret,Rivera,MargaretRivera@meridianpharma.com,DC011,Store Manager,2023-11-15,71988.49
EMP0090,Pamela,Johnson,PamelaJohnson@meridianpharma.com,DC007,Cashier,2016-09-15,39672.94
EMP0091,Donald,Stewart,DonaldStewart@meridianpharma.com,DC016,Account Representative,2022-11-22,52218.14
EMP0092,Rebecca,Young,RebeccaYoung@meridianpharma.com,DC019,Pharmacist Liaison,2019-04-23,77234.95
EMP0093,Maria,Peterson,MariaPeterson@meridianpharma.com,DC023,Account Representative,2017-01-14,58396.4
EMP0094,Patrick,Harris,PatrickHarris@meridianpharma.com,DC024,Inventory Clerk,2016-02-24,36103.65
EMP0095,Patrick,Ramos,PatrickRamos@meridianpharma.com,DC017,Store Manager,2024-12-30,60192.52
EMP0096,Sandra,Campbell,SandraCampbell@meridianpharma.com,DC001,Inventory Clerk,2017-01-28,33771.29
EMP0097,Donna,Taylor,DonnaTaylor@meridianpharma.com,DC016,Cashier,2023-10-15,30754.54
EMP0098,Amy,Cruz,AmyCruz@meridianpharma.com,DC002,Store Manager,2024-07-21,78309.01
EMP0099,William,Phillips,WilliamPhillips@meridianpharma.com,DC019,Sales Associate,2015-09-14,46915.4
EMP0100,Joshua,Hernandez,JoshuaHernandez@meridianpharma.com,DC004,Logistics Coordinator,2020-10-19,61401.37
EMP0101,Eric,Carter,EricCarter@meridianpharma.com,DC015,Store Manager,2023-08-25,71806.9
EMP0102,Larry,Richardson,LarryRichardson@meridianpharma.com,DC024,Cashier,2024-08-17,40210.49
EMP0103,Kimberly,Hernandez,KimberlyHernandez@meridianpharma.com,DC006,Cashier,2015-10-04,30633.71
EMP0104,Scott,Stewart,ScottStewart@meridianpharma.com,DC008,Store Manager,2021-12-05,64528.7
EMP0105,Elizabeth,Robinson,ElizabethRobinson@meridianpharma.com,DC021,Shift Supervisor,2018-10-08,41838.07
EMP0106,Karen,Wright,KarenWright@meridianpharma.com,DC003,Sales Associate,2015-11-11,58625.84
EMP0107,Larry,Torres,LarryTorres@meridianpharma.com,DC015,Store Manager,2021-11-06,67379.7
EMP0108,Brenda,Murphy,BrendaMurphy@meridianpharma.com,DC020,Sales Associate,2023-12-23,52062.92
EMP0109,Steven,Brown,StevenBrown@meridianpharma.com,DC022,Sales Associate,2022-07-30,56435.52
EMP0110,Jennifer,Thompson,JenniferThompson@meridianpharma.com,DC021,Account Representative,2024-04-10,57788.64
EMP0111,Laura,Morales,LauraMorales@meridianpharma.com,DC016,Pharmacist Liaison,2018-07-31,71532.69
EMP0112,Christopher,Nelson,ChristopherNelson@meridianpharma.com,DC016,Store Manager,2021-06-06,80295.61
EMP0113,Stephen,Jones,StephenJones@meridianpharma.com,DC011,Store Manager,2017-08-17,60558.93
EMP0114,Shirley,Smith,ShirleySmith@meridianpharma.com,DC018,Account Representative,2018-08-20,53007.26
EMP0115,Samantha,Murphy,SamanthaMurphy@meridianpharma.com,DC002,Shift Supervisor,2016-12-29,48984.66
EMP0116,Jeffrey,Morales,JeffreyMorales@meridianpharma.com,DC021,Shift Supervisor,2021-12-17,42555.32
EMP0117,Stephen,Evans,StephenEvans@meridianpharma.com,DC004,Account Representative,2024-08-15,54357.9
EMP0118,Angela,Nguyen,AngelaNguyen@meridianpharma.com,DC009,Logistics Coordinator,2023-05-13,59094.74
EMP0119,Ryan,Peterson,RyanPeterson@meridianpharma.com,DC007,Inventory Clerk,2023-09-10,34102.91
EMP0120,Sharon,Baker,SharonBaker@meridianpharma.com,DC017,Store Manager,2023-03-15,57861.05
EMP0121,Nicole,Howard,NicoleHoward@meridianpharma.com,DC016,Inventory Clerk,2019-01-04,40501.62
EMP0122,Stephen,Cooper,StephenCooper@meridianpharma.com,DC011,Shift Supervisor,2024-12-31,51423.85
EMP0123,Sandra,Evans,SandraEvans@meridianpharma.com,DC024,Account Representative,2021-11-28,71351.73
EMP0124,Gregory,Martin,GregoryMartin@meridianpharma.com,DC002,Inventory Clerk,2019-08-20,46327.08
EMP0125,Richard,Cruz,RichardCruz@meridianpharma.com,DC015,Sales Associate,2022-02-07,46823.63
EMP0126,Karen,Martinez,KarenMartinez@meridianpharma.com,DC009,Pharmacist Liaison,2020-12-27,80841.05
EMP0127,Kevin,Morgan,KevinMorgan@meridianpharma.com,DC011,Account Representative,2023-10-14,63400.69
EMP0128,Donald,Torres,DonaldTorres@meridianpharma.com,DC024,Cashier,2018-11-13,42927.06
EMP0129,Raymond,Gonzalez,RaymondGonzalez@meridianpharma.com,DC023,Store Manager,2024-02-18,58488.94
EMP0130,Linda,Nguyen,LindaNguyen@meridianpharma.com,DC014,Inventory Clerk,2016-09-27,40400.42
EMP0131,Lisa,Perez,LisaPerez@meridianpharma.com,DC020,Logistics Coordinator,2020-12-13,63167.63
EMP0132,Justin,Jackson,JustinJackson@meridianpharma.com,DC021,Store Manager,2019-02-26,
EMP0133,Kathleen,Torres,KathleenTorres@meridianpharma.com,DC006,Cashier,2018-12-15,42509.97
EMP0134,Joshua,Diaz,JoshuaDiaz@meridianpharma.com,DC015,Store Manager,2016-03-26,81585.09
EMP0135,Susan,Walker,SusanWalker@meridianpharma.com,DC012,Store Manager,2021-11-04,64826.49
EMP0136,Gregory,Gomez,GregoryGomez@meridianpharma.com,DC019,Sales Associate,2024-03-18,55236.6
EMP0137,Andrew,Robinson,AndrewRobinson@meridianpharma.com,DC012,Shift Supervisor,2021-02-20,43077.67
EMP0138,Patrick,Moore,PatrickMoore@meridianpharma.com,DC021,Sales Associate,2017-06-19,58552.71
EMP0139,George,Taylor,GeorgeTaylor@meridianpharma.com,DC010,Pharmacist Liaison,2022-05-20,73661.53
EMP0140,Brenda,Campbell,BrendaCampbell@meridianpharma.com,DC009,Inventory Clerk,2016-11-18,45626.77
EMP0141,Donna,Baker,DonnaBaker@meridianpharma.com,DC015,Cashier,2015-07-31,40102.31
EMP0142,Frank,Gomez,FrankGomez@meridianpharma.com,DC018,Pharmacist Liaison,2015-01-05,
EMP0143,Jonathan,Thomas,JonathanThomas@meridianpharma.com,DC022,Store Manager,2020-07-22,66868.41
EMP0144,Deborah,Wilson,DeborahWilson@meridianpharma.com,DC016,Sales Associate,2020-12-12,60293.07
EMP0145,Brandon,Lewis,BrandonLewis@meridianpharma.com,DC021,Account Representative,2024-03-13,66818.0
EMP0146,Joseph,Moore,JosephMoore@meridianpharma.com,DC002,Store Manager,2019-07-11,60563.67
EMP0147,Jonathan,Moore,JonathanMoore@meridianpharma.com,DC012,Logistics Coordinator,2020-08-02,64368.06
EMP0148,Sharon,Gonzalez,SharonGonzalez@meridianpharma.com,DC020,Logistics Coordinator,2024-07-13,68615.89
EMP0149,Deborah,Ramirez,DeborahRamirez@meridianpharma.com,DC008,Pharmacist Liaison,2015-02-11,88306.03
EMP0150,Samuel,Rivera,SamuelRivera@meridianpharma.com,DC009,Shift Supervisor,2024-11-09,41959.53
EMP0151,Ryan,Lopez,RyanLopez@meridianpharma.com,DC021,Sales Associate,2014-07-27,58519.66
EMP0152,Thomas,Reed,ThomasReed@meridianpharma.com,DC018,Shift Supervisor,2020-07-29,43502.4
EMP0153,Kevin,Jackson,KevinJackson@meridianpharma.com,DC020,Sales Associate,2017-02-09,59822.99
EMP0154,Thomas,Cooper,ThomasCooper@meridianpharma.com,DC006,Cashier,2021-05-31,41517.24
EMP0155,Melissa,Walker,MelissaWalker@meridianpharma.com,DC001,Inventory Clerk,2016-12-22,33865.25
EMP0156,Anna,Anderson,AnnaAnderson@meridianpharma.com,DC016,Account Representative,2022-09-22,59579.53
EMP0157,Cynthia,Cook,CynthiaCook@meridianpharma.com,DC020,Sales Associate,2022-02-26,58454.73
EMP0158,Eric,Hill,EricHill@meridianpharma.com,DC001,Sales Associate,2019-05-16,59620.83
EMP0159,Susan,Morales,SusanMorales@meridianpharma.com,DC015,Cashier,2024-02-01,31617.96
EMP0160,William,Taylor,WilliamTaylor@meridianpharma.com,DC021,Pharmacist Liaison,2018-04-10,88660.86
EMP0161,Ryan,Cook,RyanCook@meridianpharma.com,DC004,Cashier,2023-07-26,38849.38
EMP0162,Stephen,Ramirez,StephenRamirez@meridianpharma.com,DC008,Logistics Coordinator,2017-10-20,66096.61
EMP0163,Catherine,Gonzalez,CatherineGonzalez@meridianpharma.com,DC011,Store Manager,2018-03-14,80495.5
EMP0164,Jacob,Rodriguez,JacobRodriguez@meridianpharma.com,DC003,Cashier,2018-11-04,31816.71
EMP0165,Thomas,Bailey,ThomasBailey@meridianpharma.com,DC018,Pharmacist Liaison,2021-07-07,66065.79
EMP0166,Debra,Diaz,DebraDiaz@meridianpharma.com,DC024,Sales Associate,2024-11-10,49434.86
EMP0167,Susan,Kelly,SusanKelly@meridianpharma.com,DC005,Account Representative,2016-07-07,69939.32
EMP0168,Pamela,Mitchell,PamelaMitchell@meridianpharma.com,DC009,Shift Supervisor,2023-01-20,47008.9
EMP0169,Samantha,Ward,SamanthaWard@meridianpharma.com,DC018,Sales Associate,2020-10-30,61109.33
EMP0170,Paul,Brown,PaulBrown@meridianpharma.com,DC023,Store Manager,2024-05-02,
EMP0171,Charles,Reed,CharlesReed@meridianpharma.com,DC003,Inventory Clerk,2022-04-24,41792.8
EMP0172,Maria,Ortiz,MariaOrtiz@meridianpharma.com,DC014,Account Representative,2017-10-28,55210.69
EMP0173,Carol,Reed,CarolReed@meridianpharma.com,DC002,Inventory Clerk,2015-10-07,43448.05
EMP0174,David,Wright,DavidWright@meridianpharma.com,DC014,Account Representative,2020-10-22,61287.64
EMP0175,Shirley,Anderson,ShirleyAnderson@meridianpharma.com,DC004,Store Manager,2021-08-09,73947.97
EMP0176,Debra,Flores,DebraFlores@meridianpharma.com,DC013,Sales Associate,2014-02-01,47920.5
EMP0177,Sarah,Allen,SarahAllen@meridianpharma.com,DC004,Sales Associate,2019-07-31,57795.66
EMP0178,Timothy,Morgan,TimothyMorgan@meridianpharma.com,DC017,Pharmacist Liaison,2014-10-23,73184.14
EMP0179,Laura,Williams,LauraWilliams@meridianpharma.com,DC003,Pharmacist Liaison,2020-06-16,74018.46
EMP0180,Katherine,Turner,KatherineTurner@meridianpharma.com,DC013,Sales Associate,2024-11-01,50110.78
EMP0181,Samantha,Collins,SamanthaCollins@meridianpharma.com,DC012,Cashier,2018-11-24,41240.5
EMP0182,Nicole,Phillips,NicolePhillips@meridianpharma.com,DC013,Store Manager,2022-05-13,65880.42
EMP0183,Nancy,Martinez,NancyMartinez@meridianpharma.com,DC004,Shift Supervisor,2024-02-28,52718.95
EMP0184,Samuel,Jackson,SamuelJackson@meridianpharma.com,DC005,Store Manager,2016-03-19,61929.28
EMP0185,Christine,Martinez,ChristineMartinez@meridianpharma.com,DC021,Account Representative,2019-03-16,67957.42
EMP0186,Cynthia,Reed,CynthiaReed@meridianpharma.com,DC020,Pharmacist Liaison,2023-09-10,88048.2
EMP0187,Jeffrey,Rodriguez,JeffreyRodriguez@meridianpharma.com,DC021,Store Manager,2022-12-06,64337.23
EMP0188,Nicholas,Martinez,NicholasMartinez@meridianpharma.com,DC015,Sales Associate,2014-08-22,50911.02
EMP0189,Samuel,Lopez,SamuelLopez@meridianpharma.com,DC017,Logistics Coordinator,2019-03-11,61080.69
EMP0190,Jack,Garcia,JackGarcia@meridianpharma.com,DC019,Shift Supervisor,2017-08-09,49902.35
EMP0191,Linda,Edwards,LindaEdwards@meridianpharma.com,DC011,Cashier,2019-08-29,38741.2
EMP0192,Raymond,Cruz,RaymondCruz@meridianpharma.com,DC017,Inventory Clerk,2018-01-30,38239.43
EMP0193,Jason,Baker,JasonBaker@meridianpharma.com,DC002,Pharmacist Liaison,2014-09-27,71438.99
EMP0194,Stephanie,Torres,StephanieTorres@meridianpharma.com,DC022,Inventory Clerk,2017-09-27,34262.5
EMP0195,Brian,Flores,BrianFlores@meridianpharma.com,DC023,Logistics Coordinator,2015-06-13,61379.34
EMP0196,Michelle,Bailey,MichelleBailey@meridianpharma.com,DC011,Inventory Clerk,2021-07-07,42743.64
EMP0197,Rachel,Ortiz,RachelOrtiz@meridianpharma.com,DC022,Logistics Coordinator,2019-09-14,56645.11
EMP0198,Lisa,Ramirez,LisaRamirez@meridianpharma.com,DC016,Shift Supervisor,2016-07-16,56399.62
EMP0199,Donna,Gonzalez,DonnaGonzalez@meridianpharma.com,DC018,Sales Associate,2021-06-04,50329.11
EMP0200,Thomas,Kim,ThomasKim@meridianpharma.com,DC006,Inventory Clerk,2023-04-29,42607.34
EMP0201,Nancy,Cruz,NancyCruz@meridianpharma.com,DC012,Shift Supervisor,2024-11-15,47257.07
EMP0202,Maria,Edwards,MariaEdwards@meridianpharma.com,DC008,Store Manager,2024-10-30,77045.25
EMP0203,Matthew,Mitchell,MatthewMitchell@meridianpharma.com,DC019,Account Representative,2019-03-07,68277.51
EMP0204,Nicholas,Ortiz,NicholasOrtiz@meridianpharma.com,DC006,Shift Supervisor,2022-12-26,49896.71
EMP0205,Michael,Morris,MichaelMorris@meridianpharma.com,DC018,Cashier,2021-12-23,41258.24
EMP0206,Andrew,Hernandez,AndrewHernandez@meridianpharma.com,DC009,Account Representative,2024-02-26,62810.08
EMP0207,Barbara,Lewis,BarbaraLewis@meridianpharma.com,DC012,Sales Associate,2018-08-27,45169.28
EMP0208,Donald,Roberts,DonaldRoberts@meridianpharma.com,DC012,Shift Supervisor,2014-04-26,45192.37
EMP0209,Janet,Nelson,JanetNelson@meridianpharma.com,DC005,Sales Associate,2017-03-21,60896.61
EMP0210,Sarah,Stewart,SarahStewart@meridianpharma.com,DC001,Cashier,2014-03-19,33824.64
EMP0211,Stephen,Cox,StephenCox@meridianpharma.com,DC004,Store Manager,2016-08-31,64967.4
EMP0212,Sharon,Richardson,SharonRichardson@meridianpharma.com,DC004,Account Representative,2020-09-10,63294.75
EMP0213,Emma,Walker,EmmaWalker@meridianpharma.com,DC010,Logistics Coordinator,2014-01-07,61780.63
EMP0214,Sharon,White,SharonWhite@meridianpharma.com,DC003,Pharmacist Liaison,2014-10-05,87593.16
EMP0215,Nicholas,Peterson,NicholasPeterson@meridianpharma.com,,Sales Associate,2021-02-16,51241.24
EMP0216,Maria,Williams,MariaWilliams@meridianpharma.com,DC003,Pharmacist Liaison,2016-09-14,81883.17
EMP0217,Justin,Nelson,JustinNelson@meridianpharma.com,DC012,Pharmacist Liaison,2023-02-15,79548.41
EMP0218,Rachel,Reyes,RachelReyes@meridianpharma.com,DC016,Inventory Clerk,2023-02-06,34990.74
EMP0219,Ryan,Jones,RyanJones@meridianpharma.com,DC002,Shift Supervisor,2023-12-08,40639.35
EMP0220,Shirley,Gomez,ShirleyGomez@meridianpharma.com,DC018,Account Representative,2016-11-03,52631.85
EMP0221,Andrew,Rivera,AndrewRivera@meridianpharma.com,DC002,Pharmacist Liaison,2017-01-24,66123.9
EMP0222,Rebecca,Cruz,RebeccaCruz@meridianpharma.com,DC013,Pharmacist Liaison,2024-12-02,67738.57
EMP0223,Deborah,Gutierrez,DeborahGutierrez@meridianpharma.com,DC003,Logistics Coordinator,2014-11-20,58041.33
EMP0224,Lisa,Cooper,LisaCooper@meridianpharma.com,DC004,Cashier,2017-09-05,38927.58
EMP0225,Helen,Diaz,HelenDiaz@meridianpharma.com,DC015,Pharmacist Liaison,2019-01-06,63997.0
EMP0226,Melissa,Ward,MelissaWard@meridianpharma.com,DC009,Sales Associate,2014-11-04,56415.55
EMP0227,Shirley,Lee,ShirleyLee@meridianpharma.com,DC005,Account Representative,2014-05-23,54545.01
EMP0228,Samuel,Campbell,SamuelCampbell@meridianpharma.com,DC019,Sales Associate,2020-10-14,46992.57
EMP0229,Deborah,Mitchell,DeborahMitchell@meridianpharma.com,DC003,Inventory Clerk,2019-12-09,38158.87
EMP0230,Emily,Young,EmilyYoung@meridianpharma.com,DC001,Inventory Clerk,2019-08-07,40217.22
EMP0231,Jessica,King,JessicaKing@meridianpharma.com,DC023,Account Representative,2016-05-28,73122.4
EMP0232,Gary,Sanchez,GarySanchez@meridianpharma.com,DC003,Account Representative,2015-12-09,71036.8
EMP0233,Barbara,Green,BarbaraGreen@meridianpharma.com,DC023,Cashier,2020-03-02,37431.36
EMP0234,Christopher,Thompson,ChristopherThompson@meridianpharma.com,DC017,Shift Supervisor,2015-05-13,56155.43
EMP0235,Donald,Murphy,DonaldMurphy@meridianpharma.com,,Pharmacist Liaison,2019-03-30,83714.84
EMP0236,Brandon,Lopez,BrandonLopez@meridianpharma.com,DC013,Account Representative,2019-11-24,60620.48
EMP0237,Emma,Martinez,EmmaMartinez@meridianpharma.com,DC011,Cashier,2019-01-18,36469.5
EMP0238,Thomas,Peterson,ThomasPeterson@meridianpharma.com,DC006,Inventory Clerk,2018-11-08,40014.09
EMP0239,Jessica,Gutierrez,JessicaGutierrez@meridianpharma.com,DC006,Inventory Clerk,2017-08-14,45909.17
EMP0240,Eric,Torres,EricTorres@meridianpharma.com,DC009,Shift Supervisor,2021-02-14,55681.98
EMP0241,Benjamin,Hill,BenjaminHill@meridianpharma.com,DC003,Inventory Clerk,2020-08-21,46002.94
EMP0242,Gregory,Richardson,GregoryRichardson@meridianpharma.com,DC020,Pharmacist Liaison,2023-06-14,86829.78
EMP0243,Patricia,Hernandez,PatriciaHernandez@meridianpharma.com,DC021,Store Manager,2021-04-21,62817.24
EMP0244,Samantha,Brown,SamanthaBrown@meridianpharma.com,DC021,Store Manager,2021-03-14,80568.27
EMP0245,Rachel,Phillips,RachelPhillips@meridianpharma.com,DC003,Sales Associate,2015-10-10,52200.82
EMP0246,Anthony,Baker,AnthonyBaker@meridianpharma.com,DC011,Pharmacist Liaison,2022-03-27,88489.81
EMP0247,Rebecca,Taylor,RebeccaTaylor@meridianpharma.com,DC017,Cashier,2017-07-31,33645.9
EMP0248,Cynthia,Young,CynthiaYoung@meridianpharma.com,DC002,Store Manager,2024-08-08,66942.77
EMP0249,Ashley,Lee,AshleyLee@meridianpharma.com,DC019,Pharmacist Liaison,2016-02-17,82664.84
