customer_id,customer_name,contact_name,phone,phone_clean,email,city,state,region,region_clean,customer_since,,,,,,,,,,,,
CUST00094,Cornerstone Community Clinic,Kenneth Peterson,(789) 973-0806,(789) 973-0806,Kenneth.Peterson66@cornerstone.com,Albany,NY,East,East,2016-01-04,,,,,,,,,,,,
CUST00095,Trinity Community Clinic,Nicholas Lewis,576-024-3757,(576) 024-3757,Nicholas.Lewis602@trinity.com,Sacramento,CA,West,West,2017-08-10,,,,,,,,,,,,
CUST00096,Parkview Health System,Daniel Sanchez,665-729-3417,(665) 729-3417,Daniel.Sanchez161@parkview.com,Tampa,FL,South,South,2023-08-03,,,,,,,,,,,,
CUST00097,Maple Medical Center,William Baker,(380) 054-5228,(380) 054-5228,William.Baker441@maple.com,Phoenix,AZ,West,West,2012-07-22,,,,,,,,,,,,
CUST00098,Southport Health System,Michael Cruz,455 084 2891,(455) 084-2891,Michael.Cruz819@southport.com,Billings,MT,North,North,2020-04-02,,,,,,,,,,,,
CUST00099,Maple Long-Term Care Facility,Donna Cruz,180 812 1352,(180) 812-1352,Donna.Cruz781@maple.com,Billings,MT,North,North,2021-05-07,,,,,,,,,,,,
CUST00100,Maple Medical Center,Nancy Hernandez,(213) 760-3754,(213) 760-3754,Nancy.Hernandez273@maple.com,Tampa,FL,South,South,2018-05-09,,,,,,,,,,,,
CUST00101,Trinity Community Clinic,Jeffrey Jackson,(863) 266-6785,(863) 266-6785,Jeffrey.Jackson789@trinity.com,Newark,NJ,East,East,2010-03-23,,,,,,,,,,,,
CUST00102,Crossroads Community Clinic,Sharon Phillips,626.060.2908,(626) 060-2908,Sharon.Phillips908@crossroads.com,Minneapolis,MN,North,North,2022-06-02,,,,,,,,,,,,
CUST00103,Westfield Long-Term Care Facility,Brian Phillips,892 673 8997,(892) 673-8997,Brian.Phillips795@westfield.com,Philadelphia,PA,Southeast,South,2014-06-05,,,,,,,,,,,,
CUST00104,Cedar Urgent Care Clinic,Katherine Lee,288.431.8848,(288) 431-8848,Katherine.Lee24@cedar.com,Billings,MT,North,North,2010-08-17,,,,,,,,,,,,
CUST00105,Heritage Long-Term Care Facility,Christine Thomas,(468) 105-4851,(468) 105-4851,Christine.Thomas460@heritage.com,Newark,NJ,East,East,2016-09-06,,,,,,,,,,,,
CUST00106,Riverside Health System,Timothy Gutierrez,998 935 4492,(998) 935-4492,Timothy.Gutierrez756@riverside.com,Portland,OR,West,West,2015-07-22,,,,,,,,,,,,
CUST00107,Union Pharmacy,Elizabeth Mitchell,2661106273,(266) 110-6273,Elizabeth.Mitchell694@union.com,Tampa,FL,South,South,2021-10-21,,,,,,,,,,,,
CUST00108,Cornerstone Medical Center,Raymond Rogers,677-622-8277,(677) 622-8277,Raymond.Rogers884@cornerstone.com,Portland,OR,West,West,2021-11-13,,,,,,,,,,,,
CUST00109,Northgate Pharmacy,Eric Martin,(851) 961-1594,(851) 961-1594,Eric.Martin121@northgate.com,Phoenix,AZ,Northeast,East,2018-05-02,,,,,,,,,,,,
CUST00110,Mercy Urgent Care Clinic,Jessica Peterson,(229) 604-4327,(229) 604-4327,Jessica.Peterson358@mercy.com,Philadelphia,PA,East,East,2011-07-08,,,,,,,,,,,,
CUST00111,Lakeside Long-Term Care Facility,Debra Edwards,9756792287,(975) 679-2287,Debra.Edwards153@lakeside.com,Phoenix,AZ,West,West,2017-04-18,,,,,,,,,,,,
CUST00112,Beacon Pharmacy,Raymond Flores,658 074 1209,(658) 074-1209,Raymond.Flores575@beacon.com,Phoenix,AZ,West,West,2024-06-21,,,,,,,,,,,,
CUST00113,Heritage Pharmacy,Jonathan White,890 983 7801,(890) 983-7801,Jonathan.White986@heritage.com,Milwaukee,WI,North,North,2010-06-05,,,,,,,,,,,,
CUST00114,Northgate Urgent Care Clinic,Sharon Brown,895-690-7056,(895) 690-7056,Sharon.Brown881@northgate.com,New Orleans,LA,South,South,2021-11-03,,,,,,,,,,,,
CUST00115,Grace Urgent Care Clinic,Nancy Davis,824 224 1246,(824) 224-1246,Nancy.Davis630@grace.com,Albany,NY,Northeast,East,2017-04-18,,,,,,,,,,,,
CUST00116,Riverside Hospital,Nicole Walker,(526) 546-1033,(526) 546-1033,Nicole.Walker505@riverside.com,Fargo,ND,North,North,2021-05-29,,,,,,,,,,,,
CUST00117,Crossroads Long-Term Care Facility,Stephen Ramos,578.617.0630,(578) 617-0630,Stephen.Ramos692@crossroads.com,Sacramento,CA,West,West,2012-04-11,,,,,,,,,,,,
CUST00118,Heritage Hospital,Pamela Edwards,7183258238,(718) 325-8238,Pamela.Edwards43@heritage.com,Tampa,FL,South,South,2010-01-09,,,,,,,,,,,,
CUST00119,Parkview Long-Term Care Facility,Jack Morgan,494-653-9840,(494) 653-9840,Jack.Morgan577@parkview.com,Newark,NJ,Southeast,South,2011-07-27,,,,,,,,,,,,
CUST00120,Cedar Urgent Care Clinic,Ashley Adams,846.398.5547,(846) 398-5547,Ashley.Adams350@cedar.com,Sacramento,CA,West,West,2014-09-22,,,,,,,,,,,,
CUST00121,Beacon Medical Center,Jonathan Hernandez,2097002687,(209) 700-2687,Jonathan.Hernandez807@beacon.com,Albany,NY,East,East,2024-07-23,,,,,,,,,,,,
CUST00122,Cedar Community Clinic,Jeffrey Johnson,569-562-0175,(569) 562-0175,Jeffrey.Johnson227@cedar.com,Sioux Falls,SD,North,North,2010-06-12,,,,,,,,,,,,
CUST00123,Eastview Long-Term Care Facility,Betty Gomez,(433) 750-4793,(433) 750-4793,Betty.Gomez114@eastview.com,Newark,NJ,Midwest,North,2016-03-22,,,,,,,,,,,,
CUST00124,Crossroads Health System,Sandra Gutierrez,(999) 219-2124,(999) 219-2124,Sandra.Gutierrez747@crossroads.com,Seattle,WA,West,West,2016-02-26,,,,,,,,,,,,
CUST00125,Riverside Hospital,George Gutierrez,0605664187,(060) 566-4187,George.Gutierrez778@riverside.com,Hartford,CT,East,East,2010-12-23,,,,,,,,,,,,
CUST00126,Southport Community Clinic,Mark Diaz,875 063 5190,(875) 063-5190,Mark.Diaz981@southport.com,Fargo,ND,North,North,2011-09-02,,,,,,,,,,,,
CUST00127,Northgate Hospital,Donald Baker,1076095431,(107) 609-5431,Donald.Baker853@northgate.com,Tampa,FL,South,South,2011-03-22,,,,,,,,,,,,
CUST00128,Union Long-Term Care Facility,Alexander Rodriguez,971.791.1006,(971) 791-1006,Alexander.Rodriguez802@union.com,Dallas,TX,South,South,2012-11-10,,,,,,,,,,,,
CUST00129,Parkview Pharmacy,Jason Robinson,(611) 080-4661,(611) 080-4661,Jason.Robinson886@parkview.com,Fargo,ND,North,North,2023-06-13,,,,,,,,,,,,
CUST00130,Beacon Long-Term Care Facility,Susan Wilson,699-150-7859,(699) 150-7859,Susan.Wilson13@beacon.com,Sioux Falls,SD,North,North,2023-05-08,,,,,,,,,,,,
CUST00131,Cedar Community Clinic,Linda Taylor,(845) 679-7232,(845) 679-7232,Linda.Taylor320@cedar.com,New Orleans,LA,South,South,2023-02-10,,,,,,,,,,,,
CUST00132,Crossroads Medical Center,Nicole Jackson,(822) 749-5450,(822) 749-5450,Nicole.Jackson59@crossroads.com,Philadelphia,PA,East,East,2015-04-29,,,,,,,,,,,,
CUST00133,Heritage Health System,Kevin Ward,(331) 537-7959,(331) 537-7959,Kevin.Ward307@heritage.com,Sioux Falls,SD,North,North,2019-05-23,,,,,,,,,,,,
CUST00134,Valley Urgent Care Clinic,Jack Nelson,0730337933,(073) 033-7933,Jack.Nelson827@valley.com,Sioux Falls,SD,North,North,2018-06-07,,,,,,,,,,,,
CUST00135,Grace Hospital,Jennifer Brown,150.812.4739,(150) 812-4739,Jennifer.Brown204@grace.com,Dallas,TX,South,South,2014-06-09,,,,,,,,,,,,
CUST00136,Valley Urgent Care Clinic,Sarah Carter,583 230 2410,(583) 230-2410,Sarah.Carter671@valley.com,Tampa,FL,South,South,2012-06-28,,,,,,,,,,,,
CUST00137,Northgate Urgent Care Clinic,Jonathan Carter,528-961-1223,(528) 961-1223,Jonathan.Carter712@northgate.com,Boston,MA,East,East,2018-05-24,,,,,,,,,,,,
CUST00138,Beacon Urgent Care Clinic,Shirley Howard,993-842-5304,(993) 842-5304,Shirley.Howard908@beacon.com,Seattle,WA,West,West,2020-12-19,,,,,,,,,,,,
CUST00139,Cedar Hospital,Amy Murphy,685 787 2558,(685) 787-2558,Amy.Murphy486@cedar.com,Denver,CO,Midwest,North,2016-01-08,,,,,,,,,,,,
CUST00140,Grace Health System,Steven Peterson,373.634.6692,(373) 634-6692,Steven.Peterson87@grace.com,Milwaukee,WI,North,North,2013-01-05,,,,,,,,,,,,
CUST00141,Cedar Long-Term Care Facility,Jason Mitchell,3907895677,(390) 789-5677,Jason.Mitchell824@cedar.com,Boston,MA,East,East,2021-02-27,,,,,,,,,,,,
CUST00142,Eastview Urgent Care Clinic,Sandra Gonzalez,341.514.8881,(341) 514-8881,Sandra.Gonzalez122@eastview.com,Sacramento,CA,West,West,2011-08-08,,,,,,,,,,,,
CUST00143,Lakeside Urgent Care Clinic,Andrew Hall,544.439.2840,(544) 439-2840,Andrew.Hall802@lakeside.com,Tampa,FL,South,South,2019-01-22,,,,,,,,,,,,
CUST00144,Cornerstone Medical Center,Patrick Reyes,2633373898,(263) 337-3898,Patrick.Reyes349@cornerstone.com,Sioux Falls,SD,North,North,2011-12-05,,,,,,,,,,,,
CUST00145,Northgate Urgent Care Clinic,Melissa Baker,780 529 2407,(780) 529-2407,Melissa.Baker231@northgate.com,Phoenix,AZ,West,West,2019-05-27,,,,,,,,,,,,
CUST00146,Grace Medical Center,Anthony Gomez,9022599996,(902) 259-9996,Anthony.Gomez66@grace.com,Philadelphia,PA,East,East,2021-12-27,,,,,,,,,,,,
CUST00147,Northgate Medical Center,Lisa Sanchez,(741) 218-2097,(741) 218-2097,Lisa.Sanchez72@northgate.com,Sacramento,CA,West,West,2018-08-28,,,,,,,,,,,,
CUST00148,Northgate Urgent Care Clinic,Joseph Taylor,170-580-2566,(170) 580-2566,Joseph.Taylor550@northgate.com,Tampa,FL,South,South,2019-05-21,,,,,,,,,,,,
CUST00149,Cedar Medical Center,Janet Collins,(346) 729-9493,(346) 729-9493,Janet.Collins283@cedar.com,Seattle,WA,West,West,2014-07-11,,,,,,,,,,,,
CUST00150,Summit Pharmacy,Barbara Torres,938 597 7790,(938) 597-7790,Barbara.Torres662@summit.com,Sacramento,CA,West,West,2020-03-27,,,,,,,,,,,,
CUST00151,Westfield Urgent Care Clinic,Ronald Garcia,(263) 296-7629,(263) 296-7629,Ronald.Garcia246@westfield.com,Denver,CO,West,West,2013-07-17,,,,,,,,,,,,
CUST00152,Heritage Urgent Care Clinic,Cynthia Perez,3768151185,(376) 815-1185,Cynthia.Perez259@heritage.com,Albany,NY,East,East,2014-08-26,,,,,,,,,,,,
CUST00153,Lakeside Health System,Sarah Adams,765 636 0041,(765) 636-0041,Sarah.Adams687@lakeside.com,Sacramento,CA,Midwest,North,2020-05-31,,,,,,,,,,,,
