employee_id,first_name,last_name,email,store_id,role,hire_date,salary
EMP0033,Linda,Howard,LindaHoward@meridianpharma.com,DC002,Pharmacist Liaison,8/23/2014,64198.69
EMP0034,Anna,Lee,AnnaLee@meridianpharma.com,DC017,Cashier,7/20/2023,32941.39
EMP0035,Frank,Walker,FrankWalker@meridianpharma.com,DC019,Shift Supervisor,6/29/2020,49729.84
EMP0036,Sharon,Howard,SharonHoward@meridianpharma.com,DC011,Store Manager,4/16/2016,73739.48
EMP0037,Kimberly,Gomez,KimberlyGomez@meridianpharma.com,DC021,Store Manager,2/16/2019,65325.02
EMP0038,Elizabeth,Johnson,ElizabethJohnson@meridianpharma.com,DC019,Cashier,10/28/2014,37374.19
EMP0039,Thomas,Hall,ThomasHall@meridianpharma.com,DC008,Pharmacist Liaison,3/13/2017,66985.64
EMP0040,Raymond,Hill,RaymondHill@meridianpharma.com,DC021,Sales Associate,6/28/2021,59071.30
EMP0041,Gregory,Wilson,GregoryWilson@meridianpharma.com,DC005,Store Manager,4/18/2015,78975.16
EMP0042,Karen,Wright,KarenWright@meridianpharma.com,DC007,Pharmacist Liaison,4/13/2016,80706.18
EMP0043,Nicholas,Morales,NicholasMorales@meridianpharma.com,DC002,Cashier,2/11/2021,35937.05
EMP0044,James,Nelson,JamesNelson@meridianpharma.com,DC021,Store Manager,10/24/2015,75441.30
EMP0045,Edward,Bailey,EdwardBailey@meridianpharma.com,DC999,Inventory Clerk,2/13/2020,33641.78
EMP0046,Stephen,Jackson,StephenJackson@meridianpharma.com,DC002,Store Manager,2/2/2018,79195.76
EMP0047,Jennifer,Rivera,JenniferRivera@meridianpharma.com,DC008,Cashier,12/19/2017,40429.46
EMP0048,Jason,Richardson,JasonRichardson@meridianpharma.com,DC008,Inventory Clerk,12/12/2024,44068.46
EMP0049,Jason,Brown,JasonBrown@meridianpharma.com,DC011,Logistics Coordinator,12/30/2022,62899.11
EMP0050,Ashley,Wright,AshleyWright@meridianpharma.com,DC023,Cashier,4/16/2018,41589.30
EMP0051,Mark,Sanchez,MarkSanchez@meridianpharma.com,DC015,Pharmacist Liaison,6/4/2017,84151.89
EMP0052,Mark,Brown,MarkBrown@meridianpharma.com,DC013,Pharmacist Liaison,2/15/2017,85286.74
EMP0053,Emily,Hall,EmilyHall@meridianpharma.com,DC013,Pharmacist Liaison,7/14/2024,63614.85
EMP0054,Kimberly,Thompson,KimberlyThompson@meridianpharma.com,DC009,Sales Associate,3/21/2015,55057.60
EMP0055,Kenneth,Parker,KennethParker@meridianpharma.com,DC017,Cashier,4/27/2018,41933.76
EMP0056,Jennifer,Parker,JenniferParker@meridianpharma.com,,Shift Supervisor,1/31/2018,47044.84
EMP0057,Kevin,Richardson,KevinRichardson@meridianpharma.com,DC004,Store Manager,9/9/2019,65160.97
EMP0058,Rebecca,Nguyen,RebeccaNguyen@meridianpharma.com,DC007,Logistics Coordinator,6/16/2021,68389.38
EMP0059,Daniel,Ward,DanielWard@meridianpharma.com,DC013,Sales Associate,5/29/2017,49421.83
EMP0060,Justin,Cox,JustinCox@meridianpharma.com,DC015,Account Representative,12/17/2018,66274.64
EMP0061,Jack,Perez,JackPerez@meridianpharma.com,DC010,Pharmacist Liaison,1/18/2015,84097.17
EMP0062,Frank,Flores,FrankFlores@meridianpharma.com,DC007,Inventory Clerk,4/11/2014,33780.82
EMP0063,Brandon,Martinez,BrandonMartinez@meridianpharma.com,DC021,Shift Supervisor,1/21/2022,51405.03
EMP0064,Ashley,Jackson,AshleyJackson@meridianpharma.com,DC001,Cashier,9/24/2022,35956.84
EMP0065,Carolyn,Gutierrez,CarolynGutierrez@meridianpharma.com,DC018,Shift Supervisor,4/15/2024,53905.13
EMP0066,Kathleen,Ortiz,KathleenOrtiz@meridianpharma.com,DC020,Pharmacist Liaison,8/27/2024,82460.98
EMP0067,Patrick,Cook,PatrickCook@meridianpharma.com,DC018,Account Representative,1/23/2024,55248.02
EMP0068,Cynthia,King,CynthiaKing@meridianpharma.com,DC021,Store Manager,8/3/2022,76308.66
EMP0069,Donald,Scott,DonaldScott@meridianpharma.com,DC023,Store Manager,8/18/2016,64266.82
EMP0070,Brenda,Hernandez,BrendaHernandez@meridianpharma.com,DC008,Logistics Coordinator,10/13/2021,52401.95
EMP0071,Sharon,Evans,SharonEvans@meridianpharma.com,DC015,Logistics Coordinator,9/13/2014,53498.74
EMP0072,Justin,Williams,JustinWilliams@meridianpharma.com,DC019,Logistics Coordinator,5/8/2019,49419.69
EMP0073,Stephanie,Turner,StephanieTurner@meridianpharma.com,DC024,Shift Supervisor,6/23/2019,43559.49
EMP0074,Patricia,Roberts,PatriciaRoberts@meridianpharma.com,DC022,Logistics Coordinator,2/14/2022,52650.41
EMP0075,Thomas,Richardson,ThomasRichardson@meridianpharma.com,DC013,Sales Associate,12/10/2014,55898.04
EMP0076,Kathleen,White,KathleenWhite@meridianpharma.com,DC013,Pharmacist Liaison,5/16/2016,74676.71
EMP0077,Timothy,Scott,TimothyScott@meridianpharma.com,DC014,Store Manager,5/13/2023,
EMP0078,Brenda,Miller,BrendaMiller@meridianpharma.com,DC012,Shift Supervisor,4/16/2021,41078.77
EMP0079,Jennifer,Brown,JenniferBrown@meridianpharma.com,DC007,Sales Associate,12/19/2020,46973.36
EMP0080,Debra,Anderson,DebraAnderson@meridianpharma.com,DC007,Account Representative,11/5/2021,57320.80
EMP0081,Helen,Cox,HelenCox@meridianpharma.com,DC023,Cashier,9/21/2022,40923.19
EMP0082,Susan,Howard,SusanHoward@meridianpharma.com,DC0,Logistics Coordinator,6/13/2018,68411.85
EMP0083,Nicole,Young,NicoleYoung@meridianpharma.com,DC010,Cashier,12/6/2022,42996.44
EMP0084,Brian,Morgan,BrianMorgan@meridianpharma.com,DC012,Cashier,9/4/2019,
EMP0085,Sharon,Morales,SharonMorales@meridianpharma.com,DC012,Account Representative,12/7/2021,55116.36
EMP0086,Eric,Wright,EricWright@meridianpharma.com,DC018,Account Representative,3/20/2019,61149.52
EMP0087,Paul,Adams,PaulAdams@meridianpharma.com,DC003,Store Manager,11/21/2023,68529.09
EMP0088,Larry,Ward,LarryWard@meridianpharma.com,DC011,Sales Associate,7/18/2019,59687.34
EMP0089,Margaret,Rivera,MargaretRivera@meridianpharma.com,DC011,Store Manager,11/15/2023,71988.49
EMP0090,Pamela,Johnson,PamelaJohnson@meridianpharma.com,DC007,Cashier,9/15/2016,39672.94
EMP0091,Donald,Stewart,DonaldStewart@meridianpharma.com,DC016,Account Representative,11/22/2022,52218.14
EMP0092,Rebecca,Young,RebeccaYoung@meridianpharma.com,DC019,Pharmacist Liaison,4/23/2019,77234.95
EMP0093,Maria,Peterson,MariaPeterson@meridianpharma.com,DC023,Account Representative,1/14/2017,58396.40
EMP0094,Patrick,Harris,PatrickHarris@meridianpharma.com,DC024,Inventory Clerk,2/24/2016,36103.65
EMP0095,Patrick,Ramos,PatrickRamos@meridianpharma.com,DC017,Store Manager,12/30/2024,60192.52
EMP0096,Sandra,Campbell,SandraCampbell@meridianpharma.com,DC001,Inventory Clerk,1/28/2017,33771.29
EMP0097,Donna,Taylor,DonnaTaylor@meridianpharma.com,DC016,Cashier,10/15/2023,30754.54
EMP0098,Amy,Cruz,AmyCruz@meridianpharma.com,DC002,Store Manager,7/21/2024,78309.01
EMP0099,William,Phillips,WilliamPhillips@meridianpharma.com,DC019,Sales Associate,9/14/2015,46915.40
EMP0100,Joshua,Hernandez,JoshuaHernandez@meridianpharma.com,DC004,Logistics Coordinator,10/19/2020,61401.37
EMP0101,Eric,Carter,EricCarter@meridianpharma.com,DC015,Store Manager,8/25/2023,71806.90
EMP0102,Larry,Richardson,LarryRichardson@meridianpharma.com,DC024,Cashier,8/17/2024,40210.49
EMP0103,Kimberly,Hernandez,KimberlyHernandez@meridianpharma.com,DC006,Cashier,10/4/2015,30633.71
EMP0104,Scott,Stewart,ScottStewart@meridianpharma.com,DC008,Store Manager,12/5/2021,64528.70
EMP0105,Elizabeth,Robinson,ElizabethRobinson@meridianpharma.com,DC021,Shift Supervisor,10/8/2018,41838.07
EMP0106,Karen,Wright,KarenWright@meridianpharma.com,DC003,Sales Associate,11/11/2015,58625.84
EMP0107,Larry,Torres,LarryTorres@meridianpharma.com,DC015,Store Manager,11/6/2021,67379.70
EMP0108,Brenda,Murphy,BrendaMurphy@meridianpharma.com,DC020,Sales Associate,12/23/2023,52062.92
EMP0109,Steven,Brown,StevenBrown@meridianpharma.com,DC022,Sales Associate,7/30/2022,56435.52
EMP0110,Jennifer,Thompson,JenniferThompson@meridianpharma.com,DC021,Account Representative,4/10/2024,57788.64
EMP0111,Laura,Morales,LauraMorales@meridianpharma.com,DC016,Pharmacist Liaison,7/31/2018,71532.69
EMP0112,Christopher,Nelson,ChristopherNelson@meridianpharma.com,DC016,Store Manager,6/6/2021,80295.61
EMP0113,Stephen,Jones,StephenJones@meridianpharma.com,DC011,Store Manager,8/17/2017,60558.93
EMP0114,Shirley,Smith,ShirleySmith@meridianpharma.com,DC018,Account Representative,8/20/2018,53007.26
EMP0115,Samantha,Murphy,SamanthaMurphy@meridianpharma.com,DC002,Shift Supervisor,12/29/2016,48984.66
EMP0116,Jeffrey,Morales,JeffreyMorales@meridianpharma.com,DC021,Shift Supervisor,12/17/2021,42555.32
EMP0117,Stephen,Evans,StephenEvans@meridianpharma.com,DC004,Account Representative,8/15/2024,54357.90
EMP0118,Angela,Nguyen,AngelaNguyen@meridianpharma.com,DC009,Logistics Coordinator,5/13/2023,59094.74
EMP0119,Ryan,Peterson,RyanPeterson@meridianpharma.com,DC007,Inventory Clerk,9/10/2023,34102.91
EMP0120,Sharon,Baker,SharonBaker@meridianpharma.com,DC017,Store Manager,3/15/2023,57861.05
EMP0121,Nicole,Howard,NicoleHoward@meridianpharma.com,DC016,Inventory Clerk,1/4/2019,40501.62
EMP0122,Stephen,Cooper,StephenCooper@meridianpharma.com,DC011,Shift Supervisor,12/31/2024,51423.85
EMP0123,Sandra,Evans,SandraEvans@meridianpharma.com,DC024,Account Representative,11/28/2021,71351.73
EMP0124,Gregory,Martin,GregoryMartin@meridianpharma.com,DC002,Inventory Clerk,8/20/2019,46327.08
EMP0125,Richard,Cruz,RichardCruz@meridianpharma.com,DC015,Sales Associate,2/7/2022,46823.63
EMP0126,Karen,Martinez,KarenMartinez@meridianpharma.com,DC009,Pharmacist Liaison,12/27/2020,80841.05
EMP0127,Kevin,Morgan,KevinMorgan@meridianpharma.com,DC011,Account Representative,10/14/2023,63400.69
EMP0128,Donald,Torres,DonaldTorres@meridianpharma.com,DC024,Cashier,11/13/2018,42927.06
EMP0129,Raymond,Gonzalez,RaymondGonzalez@meridianpharma.com,DC023,Store Manager,2/18/2024,58488.94
EMP0130,Linda,Nguyen,LindaNguyen@meridianpharma.com,DC014,Inventory Clerk,9/27/2016,40400.42
EMP0131,Lisa,Perez,LisaPerez@meridianpharma.com,DC020,Logistics Coordinator,12/13/2020,63167.63
EMP0132,Justin,Jackson,JustinJackson@meridianpharma.com,DC021,Store Manager,2/26/2019,
EMP0133,Kathleen,Torres,KathleenTorres@meridianpharma.com,DC006,Cashier,12/15/2018,42509.97
EMP0134,Joshua,Diaz,JoshuaDiaz@meridianpharma.com,DC015,Store Manager,3/26/2016,81585.09
EMP0135,Susan,Walker,SusanWalker@meridianpharma.com,DC012,Store Manager,11/4/2021,64826.49
EMP0136,Gregory,Gomez,GregoryGomez@meridianpharma.com,DC019,Sales Associate,3/18/2024,55236.60
EMP0137,Andrew,Robinson,AndrewRobinson@meridianpharma.com,DC012,Shift Supervisor,2/20/2021,43077.67
EMP0138,Patrick,Moore,PatrickMoore@meridianpharma.com,DC021,Sales Associate,6/19/2017,58552.71
EMP0139,George,Taylor,GeorgeTaylor@meridianpharma.com,DC010,Pharmacist Liaison,5/20/2022,73661.53
EMP0140,Brenda,Campbell,BrendaCampbell@meridianpharma.com,DC009,Inventory Clerk,11/18/2016,45626.77
EMP0141,Donna,Baker,DonnaBaker@meridianpharma.com,DC015,Cashier,7/31/2015,40102.31
EMP0142,Frank,Gomez,FrankGomez@meridianpharma.com,DC018,Pharmacist Liaison,1/5/2015,
EMP0143,Jonathan,Thomas,JonathanThomas@meridianpharma.com,DC022,Store Manager,7/22/2020,66868.41
EMP0144,Deborah,Wilson,DeborahWilson@meridianpharma.com,DC016,Sales Associate,12/12/2020,60293.07
EMP0145,Brandon,Lewis,BrandonLewis@meridianpharma.com,DC021,Account Representative,3/13/2024,66818.00
EMP0146,Joseph,Moore,JosephMoore@meridianpharma.com,DC002,Store Manager,7/11/2019,60563.67
EMP0147,Jonathan,Moore,JonathanMoore@meridianpharma.com,DC012,Logistics Coordinator,8/2/2020,64368.06
EMP0148,Sharon,Gonzalez,SharonGonzalez@meridianpharma.com,DC020,Logistics Coordinator,7/13/2024,68615.89
EMP0149,Deborah,Ramirez,DeborahRamirez@meridianpharma.com,DC008,Pharmacist Liaison,2/11/2015,88306.03
EMP0150,Samuel,Rivera,SamuelRivera@meridianpharma.com,DC009,Shift Supervisor,11/9/2024,41959.53
EMP0151,Ryan,Lopez,RyanLopez@meridianpharma.com,DC021,Sales Associate,7/27/2014,58519.66
EMP0152,Thomas,Reed,ThomasReed@meridianpharma.com,DC018,Shift Supervisor,7/29/2020,43502.40
EMP0153,Kevin,Jackson,KevinJackson@meridianpharma.com,DC020,Sales Associate,2/9/2017,59822.99
EMP0154,Thomas,Cooper,ThomasCooper@meridianpharma.com,DC006,Cashier,5/31/2021,41517.24
EMP0155,Melissa,Walker,MelissaWalker@meridianpharma.com,DC001,Inventory Clerk,12/22/2016,33865.25
EMP0156,Anna,Anderson,AnnaAnderson@meridianpharma.com,DC016,Account Representative,9/22/2022,59579.53
EMP0157,Cynthia,Cook,CynthiaCook@meridianpharma.com,DC020,Sales Associate,2/26/2022,58454.73
EMP0158,Eric,Hill,EricHill@meridianpharma.com,DC001,Sales Associate,5/16/2019,59620.83
EMP0159,Susan,Morales,SusanMorales@meridianpharma.com,DC015,Cashier,2/1/2024,31617.96
EMP0160,William,Taylor,WilliamTaylor@meridianpharma.com,DC021,Pharmacist Liaison,4/10/2018,88660.86
EMP0161,Ryan,Cook,RyanCook@meridianpharma.com,DC004,Cashier,7/26/2023,38849.38
EMP0162,Stephen,Ramirez,StephenRamirez@meridianpharma.com,DC008,Logistics Coordinator,10/20/2017,66096.61
EMP0163,Catherine,Gonzalez,CatherineGonzalez@meridianpharma.com,DC011,Store Manager,3/14/2018,80495.50
EMP0164,Jacob,Rodriguez,JacobRodriguez@meridianpharma.com,DC003,Cashier,11/4/2018,31816.71
EMP0165,Thomas,Bailey,ThomasBailey@meridianpharma.com,DC018,Pharmacist Liaison,7/7/2021,66065.79
EMP0166,Debra,Diaz,DebraDiaz@meridianpharma.com,DC024,Sales Associate,11/10/2024,49434.86
EMP0167,Susan,Kelly,SusanKelly@meridianpharma.com,DC005,Account Representative,7/7/2016,69939.32
EMP0168,Pamela,Mitchell,PamelaMitchell@meridianpharma.com,DC009,Shift Supervisor,1/20/2023,47008.90
EMP0169,Samantha,Ward,SamanthaWard@meridianpharma.com,DC018,Sales Associate,10/30/2020,61109.33
EMP0170,Paul,Brown,PaulBrown@meridianpharma.com,DC023,Store Manager,5/2/2024,
EMP0171,Charles,Reed,CharlesReed@meridianpharma.com,DC003,Inventory Clerk,4/24/2022,41792.80
EMP0172,Maria,Ortiz,MariaOrtiz@meridianpharma.com,DC014,Account Representative,10/28/2017,55210.69
EMP0173,Carol,Reed,CarolReed@meridianpharma.com,DC002,Inventory Clerk,10/7/2015,43448.05
EMP0174,David,Wright,DavidWright@meridianpharma.com,DC014,Account Representative,10/22/2020,61287.64
EMP0175,Shirley,Anderson,ShirleyAnderson@meridianpharma.com,DC004,Store Manager,8/9/2021,73947.97
EMP0176,Debra,Flores,DebraFlores@meridianpharma.com,DC013,Sales Associate,2/1/2014,47920.50
EMP0177,Sarah,Allen,SarahAllen@meridianpharma.com,DC004,Sales Associate,7/31/2019,57795.66
EMP0178,Timothy,Morgan,TimothyMorgan@meridianpharma.com,DC017,Pharmacist Liaison,10/23/2014,73184.14
EMP0179,Laura,Williams,LauraWilliams@meridianpharma.com,DC003,Pharmacist Liaison,6/16/2020,74018.46
EMP0180,Katherine,Turner,KatherineTurner@meridianpharma.com,DC013,Sales Associate,11/1/2024,50110.78
EMP0181,Samantha,Collins,SamanthaCollins@meridianpharma.com,DC012,Cashier,11/24/2018,41240.50
EMP0182,Nicole,Phillips,NicolePhillips@meridianpharma.com,DC013,Store Manager,5/13/2022,65880.42
EMP0183,Nancy,Martinez,NancyMartinez@meridianpharma.com,DC004,Shift Supervisor,2/28/2024,52718.95
EMP0184,Samuel,Jackson,SamuelJackson@meridianpharma.com,DC005,Store Manager,3/19/2016,61929.28
EMP0185,Christine,Martinez,ChristineMartinez@meridianpharma.com,DC021,Account Representative,3/16/2019,67957.42
EMP0186,Cynthia,Reed,CynthiaReed@meridianpharma.com,DC020,Pharmacist Liaison,9/10/2023,88048.20
EMP0187,Jeffrey,Rodriguez,JeffreyRodriguez@meridianpharma.com,DC021,Store Manager,12/6/2022,64337.23
EMP0188,Nicholas,Martinez,NicholasMartinez@meridianpharma.com,DC015,Sales Associate,8/22/2014,50911.02
EMP0189,Samuel,Lopez,SamuelLopez@meridianpharma.com,DC017,Logistics Coordinator,3/11/2019,61080.69
EMP0190,Jack,Garcia,JackGarcia@meridianpharma.com,DC019,Shift Supervisor,8/9/2017,49902.35
EMP0191,Linda,Edwards,LindaEdwards@meridianpharma.com,DC011,Cashier,8/29/2019,38741.20
EMP0192,Raymond,Cruz,RaymondCruz@meridianpharma.com,DC017,Inventory Clerk,1/30/2018,38239.43
EMP0193,Jason,Baker,JasonBaker@meridianpharma.com,DC002,Pharmacist Liaison,9/27/2014,71438.99
EMP0194,Stephanie,Torres,StephanieTorres@meridianpharma.com,DC022,Inventory Clerk,9/27/2017,34262.50
EMP0195,Brian,Flores,BrianFlores@meridianpharma.com,DC023,Logistics Coordinator,6/13/2015,61379.34
EMP0196,Michelle,Bailey,MichelleBailey@meridianpharma.com,DC011,Inventory Clerk,7/7/2021,42743.64
EMP0197,Rachel,Ortiz,RachelOrtiz@meridianpharma.com,DC022,Logistics Coordinator,9/14/2019,56645.11
EMP0198,Lisa,Ramirez,LisaRamirez@meridianpharma.com,DC016,Shift Supervisor,7/16/2016,56399.62
EMP0199,Donna,Gonzalez,DonnaGonzalez@meridianpharma.com,DC018,Sales Associate,6/4/2021,50329.11
EMP0200,Thomas,Kim,ThomasKim@meridianpharma.com,DC006,Inventory Clerk,4/29/2023,42607.34
EMP0201,Nancy,Cruz,NancyCruz@meridianpharma.com,DC012,Shift Supervisor,11/15/2024,47257.07
EMP0202,Maria,Edwards,MariaEdwards@meridianpharma.com,DC008,Store Manager,10/30/2024,77045.25
EMP0203,Matthew,Mitchell,MatthewMitchell@meridianpharma.com,DC019,Account Representative,3/7/2019,68277.51
EMP0204,Nicholas,Ortiz,NicholasOrtiz@meridianpharma.com,DC006,Shift Supervisor,12/26/2022,49896.71
EMP0205,Michael,Morris,MichaelMorris@meridianpharma.com,DC018,Cashier,12/23/2021,41258.24
EMP0206,Andrew,Hernandez,AndrewHernandez@meridianpharma.com,DC009,Account Representative,2/26/2024,62810.08
EMP0207,Barbara,Lewis,BarbaraLewis@meridianpharma.com,DC012,Sales Associate,8/27/2018,45169.28
EMP0208,Donald,Roberts,DonaldRoberts@meridianpharma.com,DC012,Shift Supervisor,4/26/2014,45192.37
EMP0209,Janet,Nelson,JanetNelson@meridianpharma.com,DC005,Sales Associate,3/21/2017,60896.61
EMP0210,Sarah,Stewart,SarahStewart@meridianpharma.com,DC001,Cashier,3/19/2014,33824.64
EMP0211,Stephen,Cox,StephenCox@meridianpharma.com,DC004,Store Manager,8/31/2016,64967.40
EMP0212,Sharon,Richardson,SharonRichardson@meridianpharma.com,DC004,Account Representative,9/10/2020,63294.75
EMP0213,Emma,Walker,EmmaWalker@meridianpharma.com,DC010,Logistics Coordinator,1/7/2014,61780.63
EMP0214,Sharon,White,SharonWhite@meridianpharma.com,DC003,Pharmacist Liaison,10/5/2014,87593.16
EMP0215,Nicholas,Peterson,NicholasPeterson@meridianpharma.com,,Sales Associate,2/16/2021,51241.24
EMP0216,Maria,Williams,MariaWilliams@meridianpharma.com,DC003,Pharmacist Liaison,9/14/2016,81883.17
EMP0217,Justin,Nelson,JustinNelson@meridianpharma.com,DC012,Pharmacist Liaison,2/15/2023,79548.41
EMP0218,Rachel,Reyes,RachelReyes@meridianpharma.com,DC016,Inventory Clerk,2/6/2023,34990.74
EMP0219,Ryan,Jones,RyanJones@meridianpharma.com,DC002,Shift Supervisor,12/8/2023,40639.35
EMP0220,Shirley,Gomez,ShirleyGomez@meridianpharma.com,DC018,Account Representative,11/3/2016,52631.85
EMP0221,Andrew,Rivera,AndrewRivera@meridianpharma.com,DC002,Pharmacist Liaison,1/24/2017,66123.90
EMP0222,Rebecca,Cruz,RebeccaCruz@meridianpharma.com,DC013,Pharmacist Liaison,12/2/2024,67738.57
EMP0223,Deborah,Gutierrez,DeborahGutierrez@meridianpharma.com,DC003,Logistics Coordinator,11/20/2014,58041.33
EMP0224,Lisa,Cooper,LisaCooper@meridianpharma.com,DC004,Cashier,9/5/2017,38927.58
EMP0225,Helen,Diaz,HelenDiaz@meridianpharma.com,DC015,Pharmacist Liaison,1/6/2019,63997.00
EMP0226,Melissa,Ward,MelissaWard@meridianpharma.com,DC009,Sales Associate,11/4/2014,56415.55
EMP0227,Shirley,Lee,ShirleyLee@meridianpharma.com,DC005,Account Representative,5/23/2014,54545.01
EMP0228,Samuel,Campbell,SamuelCampbell@meridianpharma.com,DC019,Sales Associate,10/14/2020,46992.57
EMP0229,Deborah,Mitchell,DeborahMitchell@meridianpharma.com,DC003,Inventory Clerk,12/9/2019,38158.87
EMP0230,Emily,Young,EmilyYoung@meridianpharma.com,DC001,Inventory Clerk,8/7/2019,40217.22
EMP0231,Jessica,King,JessicaKing@meridianpharma.com,DC023,Account Representative,5/28/2016,73122.40
EMP0232,Gary,Sanchez,GarySanchez@meridianpharma.com,DC003,Account Representative,12/9/2015,71036.80
EMP0233,Barbara,Green,BarbaraGreen@meridianpharma.com,DC023,Cashier,3/2/2020,37431.36
EMP0234,Christopher,Thompson,ChristopherThompson@meridianpharma.com,DC017,Shift Supervisor,5/13/2015,56155.43
EMP0235,Donald,Murphy,DonaldMurphy@meridianpharma.com,,Pharmacist Liaison,3/30/2019,83714.84
EMP0236,Brandon,Lopez,BrandonLopez@meridianpharma.com,DC013,Account Representative,11/24/2019,60620.48
EMP0237,Emma,Martinez,EmmaMartinez@meridianpharma.com,DC011,Cashier,1/18/2019,36469.50
EMP0238,Thomas,Peterson,ThomasPeterson@meridianpharma.com,DC006,Inventory Clerk,11/8/2018,40014.09
EMP0239,Jessica,Gutierrez,JessicaGutierrez@meridianpharma.com,DC006,Inventory Clerk,8/14/2017,45909.17
EMP0240,Eric,Torres,EricTorres@meridianpharma.com,DC009,Shift Supervisor,2/14/2021,55681.98
EMP0241,Benjamin,Hill,BenjaminHill@meridianpharma.com,DC003,Inventory Clerk,8/21/2020,46002.94
EMP0242,Gregory,Richardson,GregoryRichardson@meridianpharma.com,DC020,Pharmacist Liaison,6/14/2023,86829.78
EMP0243,Patricia,Hernandez,PatriciaHernandez@meridianpharma.com,DC021,Store Manager,4/21/2021,62817.24
EMP0244,Samantha,Brown,SamanthaBrown@meridianpharma.com,DC021,Store Manager,3/14/2021,80568.27
EMP0245,Rachel,Phillips,RachelPhillips@meridianpharma.com,DC003,Sales Associate,10/10/2015,52200.82
EMP0246,Anthony,Baker,AnthonyBaker@meridianpharma.com,DC011,Pharmacist Liaison,3/27/2022,88489.81
EMP0247,Rebecca,Taylor,RebeccaTaylor@meridianpharma.com,DC017,Cashier,7/31/2017,33645.90
EMP0248,Cynthia,Young,CynthiaYoung@meridianpharma.com,DC002,Store Manager,8/8/2024,66942.77
EMP0249,Ashley,Lee,AshleyLee@meridianpharma.com,DC019,Pharmacist Liaison,2/17/2016,82664.84
